#	Relative Sample Time [s]	Average Temperature / Bin [K]
	-603.802213	340.655182
	-600.374944	341.102200
	-596.941201	341.069945
	-593.520467	341.447400
	-590.099583	340.698945
	-586.672341	339.565455
	-583.236809	341.154673
	-579.799113	341.232891
	-576.408496	341.247509
	-572.979132	340.841709
	-569.576806	341.198782
	-566.151890	340.729745
	-562.710769	341.040091
	-559.286933	340.346455
	-555.869682	341.039727
	-552.442709	341.441945
	-548.982625	340.539400
	-545.558375	341.233491
	-542.118332	340.601964
	-538.695241	341.524055
	-535.279665	341.009836
	-531.851580	340.846982
	-528.413521	341.582145
	-524.988522	341.812909
	-521.595139	341.974545
	-518.164361	341.740327
	-514.728257	341.073945
	-511.302177	341.910218
	-507.869736	341.686218
	-504.428061	342.150309
	-501.012506	341.566709
	-497.601091	341.616036
	-494.184545	341.097618
	-490.777543	341.986291
	-487.354778	341.654200
	-483.936046	341.363327
	-480.519128	341.247164
	-477.084755	341.225545
	-473.659694	341.170873
	-470.242400	340.846745
	-466.808698	341.384036
	-463.392305	341.382164
	-459.970237	341.827818
	-456.522973	341.641945
	-453.100621	341.389418
	-449.677102	341.758073
	-446.241534	341.283273
	-442.795627	341.692836
	-439.356632	341.804673
	-435.959005	341.739345
	-432.476152	340.894218
	-429.094436	341.279509
	-425.666783	341.117582
	-422.260710	341.660764
	-418.859059	342.463691
	-415.404622	342.475855
	-411.987755	342.394455
	-408.574589	342.278527
	-405.127301	342.126727
	-401.709785	341.967036
	-398.276498	342.417891
	-394.856406	342.969855
	-391.434730	342.154345
	-387.986654	341.532800
	-384.544698	342.486800
	-381.111389	342.726818
	-377.684703	342.148600
	-374.249313	341.808436
	-370.736119	342.522200
	-367.396066	342.499909
	-363.950186	341.940527
	-360.523165	342.471000
	-357.095325	341.775255
	-353.668642	341.267200
	-350.239500	341.503055
	-346.803946	341.859055
	-343.352952	342.171691
	-339.913215	341.600455
	-336.483777	341.633327
	-333.065991	342.185055
	-329.640376	341.439364
	-326.225851	342.249491
	-322.792800	341.763309
	-319.381678	341.504600
	-315.938073	342.011727
	-312.514775	341.661582
	-309.087205	341.976018
	-305.659089	341.974218
	-302.224454	347.470182
	-298.814394	388.890200
	-295.387502	448.325364
	-291.951386	529.553382
	-288.515904	572.437145
	-285.093823	575.215000
	-281.669392	577.515255
	-278.235742	578.739727
	-274.822921	582.848582
	-271.388053	582.052927
	-267.953084	580.511364
	-264.542669	579.842709
	-261.116416	579.024109
	-257.707614	580.648655
	-254.281246	580.165491
	-250.827110	578.920945
	-247.380177	579.778727
	-243.955968	579.511109
	-240.528053	580.573945
	-237.097328	579.722345
	-233.661685	579.610327
	-230.217612	580.425745
	-226.769521	580.577727
	-223.345661	579.581436
	-219.918876	579.182545
	-216.490749	580.116582
	-213.046946	579.978764
	-209.607409	580.933927
	-206.188251	579.620564
	-202.744109	578.882273
	-199.311162	578.381273
	-195.861439	578.544673
	-192.427720	578.871127
	-188.993168	577.540073
	-185.554967	578.481909
	-182.125375	577.912782
	-178.711246	578.399818
	-175.273829	579.168545
	-171.856254	578.800909
	-168.423884	578.496964
	-164.985541	578.533600
	-161.546604	578.475909
	-158.121845	578.858055
	-154.713782	579.811618
	-151.266182	579.245218
	-147.838601	579.744018
	-144.396167	579.939200
	-140.968865	581.287255
	-137.524639	580.039527
	-134.078996	579.472164
	-130.641106	579.901745
	-127.187197	578.884582
	-123.766852	578.950636
	-120.324717	578.812727
	-116.898529	579.739364
	-113.448959	579.903473
	-110.022760	579.696818
	-106.576015	580.454455
	-103.141883	579.615345
	-99.704107	580.041855
	-96.262005	580.684673
	-92.828296	579.591527
	-89.383137	580.510727
	-85.935890	578.927145
	-82.505153	580.311309
	-78.973296	579.837618
	-75.617692	579.469364
	-72.169531	580.573200
	-68.747026	580.563818
	-65.290828	580.478491
	-61.853198	580.036018
	-58.421608	580.983764
	-54.988081	579.765127
	-51.545788	580.603327
	-48.096652	580.170091
	-44.654768	580.476800
	-41.226303	580.573582
	-37.796558	579.965709
	-34.343869	580.650255
	-30.919873	579.161564
	-27.473436	579.693436
	-24.039120	580.916400
	-20.615624	581.987945
	-17.164468	581.431109
	-13.741811	581.507673
	-10.303994	580.592964
	-6.879758	580.345527
	-3.433851	580.414655
	0.000000	581.716600
